g:id,g:title,g:description,g:link,g:image_link,g:availability,g:price,g:sale_price,g:google_product_category,g:product_type,g:brand,g:condition,g:color,g:gtin,g:currency,g:size,g:age_group,g:gender,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
NF0A3C8D_GOE_S_CNF,M 1996 retro nuptse jacket,"We built the unmistakable 1996 retro nuptse jacket for both the mountain and city: it has a one-of-kind silhouette plus shiny, water-repellent ripstop fabric and oversize down baffles so you’ll look good while staying dry and cozy. / relaxed fit with a boxy silhouette / inspired by the iconic design lines of our 1996 nuptse jacket / original shiny ripstop fabric for added durability / taffeta overlay on collar and yoke for added durability / non-pfc dwr finish for added water repellency / body f Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/m-1996-retro-nuptse-jacket-nf0a3c8d-goe-s-cnf,https://o.cropink.com/i/p-i/4098bc01-bf7d-4330-afc2-50b3d85b6e41?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,349.00 EUR,261.75 EUR,Men's Jackets,Men's Jackets,The North Face,new,Black,197804097401,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,The North Face,Male
378038_047_4.5Y_CNF,Air jordan 11 retro gs,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/air-jordan-11-retro-gs-378038-047-4-5y-cnf,https://o.cropink.com/i/p-i/5a207563-c1fd-4bcf-ae3d-d3b6f72edc48?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,199.00 EUR,149.00 EUR,Kids' Street Shoes,Kids' Street Shoes,Jordan,new,Multicolored,198483460906,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female|Children
IH1400_600_8.5_CNF,Stitches low em,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/stitches-low-em-ih1400-600-8-5-cnf,https://o.cropink.com/i/p-i/eba82242-2ede-424b-957f-085ffe026f4e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,229.00 EUR,171.75 EUR,Men's Basketball Shoes,Men's Basketball Shoes,Nike,new,Red,198487647761,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,Nike,Male
10028323_A01_OSFA_CNF,Go 2 backpack egret floral,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/go-2-backpack-egret-floral-10028323-a01-osfa-cnf,https://ballzy.eu/pub/static/version1584774316/frontend/Limegrow/Ballzy/et_EE/Limegrow_FacebookMicrodataCategory/media/logo.png?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,44.00 EUR,33.00 EUR,Women's Backpacks,Women's Backpacks,Converse,new,Pink,194435489964,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male|Female
JZ8261_XS_CNF,Teamgeist tp,"These adidas track pants rework the past for a new generation. they´re made from crinkle nylon fabric that plays up the ´00s influence. the oversize fit pairs well with a generously cut hoodie or a fitted tee, depending on your mood. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/teamgeist-tp-jz8261-xs-cnf,https://o.cropink.com/i/p-i/53125fba-d6a4-4fe9-9551-4e45df8a00a1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,74.00 EUR,55.50 EUR,Women's Pants,Women's Pants,adidas Originals,new,Black,4068803567263,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
KA2679_31_CNF,Dnm loose pants,"These adidas pants take a familiar and reliable silhouette and reintroduces it to the world with its wild side on full display in denim. we´re talking full-on animal print here, which acts as the perfect foundation for the contrast 3-stripes to pop off of. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/dnm-loose-pants-ka2679-31-cnf,https://o.cropink.com/i/p-i/2e8e0e66-e76f-4b10-ab64-7b997a38546b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,89.25 EUR,Women's Pants,Women's Pants,adidas Originals,new,Gray,4068802691501,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
FQ1759_007_8_CNF,Jordan spizike low,"The spizike takes elements of five classic jordans, combines them, and gives you one iconic sneaker. it´s an homage to spike lee formally introducing hollywood and hoops in a culture moment. you get a great looking pair of kicks with some history. what more can you ask for? ya dig? Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/jordan-spizike-low-fq1759-007-8-cnf,https://o.cropink.com/i/p-i/096f0dcd-4708-4853-a544-8e452bca3774?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,199.00 EUR,149.25 EUR,Men's Street Shoes,Men's Street Shoes,Jordan,new,Black,198726457694,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Jordan,Male
IQ0299_010_8_CNF,Nike shox tl,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/nike-shox-tl-iq0299-010-8-cnf,https://o.cropink.com/i/p-i/8855ab76-3793-40c7-a35d-fb3203061e5a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,199.00 EUR,149.25 EUR,Men's Street Shoes,Men's Street Shoes,Nike,new,Black,198727565213,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male
31227401_8_CNF,La france rnr,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/la-france-rnr-31227401-8-cnf,https://o.cropink.com/i/p-i/b75a12f2-42b1-47f5-a05d-b786feb8a492?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,59.00 EUR,Men's Street Shoes,Men's Street Shoes,Puma,new,Pink,4069156609990,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Puma,Male
553560_300_3.5Y_CNF,Air jordan 1 low (gs),An iconic look that lasts. this aj1 pairs the classic design of the original with premium materials that will keep you going all day. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/air-jordan-1-low-gs-553560-300-3-5y-cnf,https://o.cropink.com/i/p-i/34d5398d-b318-4985-a9ac-8c725e5d258e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,74.25 EUR,Women's Street Shoes,Women's Street Shoes,Jordan,new,Green,198726710997,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female|Children
A14529C_001_10_CNF,Ctas lift hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/ctas-lift-hi-a14529c-001-10-cnf,https://o.cropink.com/i/p-i/ad406253-02d0-44ac-a9af-8129c52cfc47?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,94.00 EUR,70.50 EUR,Women's Street Shoes,Women's Street Shoes,Converse,new,Black,194435819068,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Converse,Female
A14615C_200_10_CNF,Ctas equip wp hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/ctas-equip-wp-hi-a14615c-200-10-cnf,https://o.cropink.com/i/p-i/99ca680c-72c4-42a9-b4cd-d14ce3e57b71?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,89.00 EUR,Men's Boots,Men's Boots,Converse,new,Pruun,194435776712,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
A14672C_001_10_CNF,Chuck 70 rugged hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/chuck-70-rugged-hi-a14672c-001-10-cnf,https://o.cropink.com/i/p-i/a741c382-88ac-43aa-b416-870de75a282d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,96.75 EUR,Men's Street Shoes,Men's Street Shoes,Converse,new,Black,194435787336,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
A14673C_251_10_CNF,Chuck 70 rugged hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/chuck-70-rugged-hi-a14673c-251-10-cnf,https://o.cropink.com/i/p-i/220be0bd-a31c-4ca6-9e77-dce9e2fbb112?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,179.00 EUR,134.25 EUR,Men's Street Shoes,Men's Street Shoes,Converse,new,Multicolored,194435787534,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
A15166C_001_10_CNF,Ctas lift hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/ctas-lift-hi-a15166c-001-10-cnf,https://o.cropink.com/i/p-i/ab29572b-e665-403c-a4d8-f1633641f50a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,94.00 EUR,59.00 EUR,Women's Street Shoes,Women's Street Shoes,Converse,new,Black,194435826028,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Converse,Female
A15463C_286_10_CNF,Ctas lift hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/ctas-lift-hi-a15463c-286-10-cnf,https://o.cropink.com/i/p-i/a02191e9-fc12-4b62-94e2-217763d526de?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,94.00 EUR,59.00 EUR,Women's Street Shoes,Women's Street Shoes,Converse,new,Multicolored,194435827063,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Converse,Female
BQ6472_402_5.5_CNF,Wmns air jordan 1 mid,"The air jordan 1 mid brings full-court style and premium comfort to an iconic look. its air-sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/wmns-air-jordan-1-mid-bq6472-402-5-5-cnf,https://o.cropink.com/i/p-i/53b48665-3e9f-413b-869d-33362c14a507?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,149.00 EUR,111.75 EUR,Women's Street Shoes,Women's Street Shoes,Jordan,new,Blue,198726591480,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
CVM5B915_LGH_L_CNF,Gold standard pants,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/gold-standard-pants-cvm5b915-lgh-l-cnf,https://o.cropink.com/i/p-i/04b3ec45-879e-4a86-8311-eccb83a881dc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,66.75 EUR,Men's Pants,Men's Pants,Converse,new,Gray,198820122726,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
CVM5J224_BLK_L_CNF,Converse supper puff,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/converse-supper-puff-cvm5j224-blk-l-cnf,https://o.cropink.com/i/p-i/b966ae95-facf-436a-b25e-f5c0c8382b31?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,199.00 EUR,129.00 EUR,Men's Jackets,Men's Jackets,Converse,new,Black,198820076005,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
CVM5J224_MKX_L_CNF,Converse supper puff,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/converse-supper-puff-cvm5j224-mkx-l-cnf,https://o.cropink.com/i/p-i/84ff0e1a-546e-4687-8f32-edcd4920073e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,199.00 EUR,129.00 EUR,Men's Jackets,Men's Jackets,Converse,new,Beež,198820075954,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
CVM5K559_BLK_L_CNF,Cons premium hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/cons-premium-hoodie-cvm5k559-blk-l-cnf,https://o.cropink.com/i/p-i/ebe71577-b124-4120-8466-6f318bc036aa?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,66.75 EUR,Men's Hoodies,Men's Hoodies,Converse,new,Black,198820122573,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
CVM5K559_LGH_L_CNF,Cons premium hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/cons-premium-hoodie-cvm5k559-lgh-l-cnf,https://o.cropink.com/i/p-i/9e3a594e-cb0b-4a90-872a-a9b34bddc35f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,66.75 EUR,Men's Hoodies,Men's Hoodies,Converse,new,Gray,198820122528,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
CVM5T341_BLK_L_CNF,Gold standard tee,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/gold-standard-tee-cvm5t341-blk-l-cnf,https://o.cropink.com/i/p-i/7a92fdd8-4324-415c-befb-62f0770c4dbc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,49.00 EUR,36.75 EUR,Men's Tees,Men's Tees,Converse,new,Black,198820121736,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Converse,Male
DQ8423_107_3.5Y_CNF,Air jordan 1 mid (gs),"This iteration of the aj1 reimagines mike´s first signature model with a fresh mix of colors. premium materials, soft cushioning and a padded ankle collar offer total support and celebrate the shoe that started it all. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/air-jordan-1-mid-gs-dq8423-107-3-5y-cnf,https://o.cropink.com/i/p-i/34b93432-76d6-4cf5-b600-af33d8190e84?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,89.25 EUR,Women's Street Shoes,Women's Street Shoes,Jordan,new,White,198726650002,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female|Children
FV7071_010_XS_CNF,W j brk flc po  24,"Looking for a little extra warmth? grab this classic hoodie. smooth on the outside and brushed soft on the inside, our midweight fleece gives you all the cozy feels with a roomy, relaxed fit. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/w-j-brk-flc-po-24-fv7071-010-xs-cnf,https://o.cropink.com/i/p-i/3b3a0095-3c6d-4147-be0c-15be004ebdfd?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,74.00 EUR,55.50 EUR,Women's Hoodies,Women's Hoodies,Jordan,new,Black,197595805247,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
FV7071_472_XS_CNF,W j brk flc po  24,"Looking for a little extra warmth? grab this classic hoodie. smooth on the outside and brushed soft on the inside, our midweight fleece gives you all the cozy feels with a roomy, relaxed fit. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/w-j-brk-flc-po-24-fv7071-472-xs-cnf,https://o.cropink.com/i/p-i/ec8260b0-15c9-4d83-81cf-64be508d513e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,74.00 EUR,55.50 EUR,Women's Hoodies,Women's Hoodies,Jordan,new,Blue,198488868547,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
HQ8961_010_XS_CNF,W nk df essntl bb sld 4 shrt,"Made with sweat-wicking fabric, these lined shorts are loose and breathable to help you stay cool and comfortable all day. an adjustable drawcord can be tied inside or outside for comfort and style. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/w-nk-df-essntl-bb-sld-4-shrt-hq8961-010-xs-cnf,https://o.cropink.com/i/p-i/2b5840f6-9553-440f-9d46-7d29cdbedf9a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,42.00 EUR,31.50 EUR,Women's Shorts,Women's Shorts,Nike,new,Black,197860791657,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Nike,Female
HV8369_011_S_CNF,M nk wr lnd jkt 26,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-nk-wr-lnd-jkt-26-hv8369-011-s-cnf,https://o.cropink.com/i/p-i/49d4b211-f5c6-4443-ab17-5f1beff96628?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,124.00 EUR,93.00 EUR,Men's Bomber Jackets,Men's Bomber Jackets,Nike,new,Black,198726305964,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male
I020222_3GEXX_0_CNF,Acrylic watch hat,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/acrylic-watch-hat-i020222-3gexx-0-cnf,http://backend.ballzy.eu/media/catalog/product/c/a/carhartt-acrylic-watch-hat-multicolor-lkus.jpg?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,25.00 EUR,18.75 EUR,,,Carhartt WIP,new,Multicolored,4068584347528,EUR,Vaata lähemalt ballzy.eu,adult,male  ,,in stock,Yes,Carhartt WIP,Male|Female
I034850_889XX_0_CNF,W´ ashley beanie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-ashley-beanie-i034850-889xx-0-cnf,http://backend.ballzy.eu/media/catalog/product/c/a/carhartt-w-ashley-beanie-multicolor-ckdm.jpg?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,25.00 EUR,15.00 EUR,,,Carhartt WIP,new,Multicolored,4068584347856,EUR,Vaata lähemalt ballzy.eu,adult,female,,in stock,Yes,Carhartt WIP,Female
I035833_08XX_0_CNF,Wiptopia snow globe,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/wiptopia-snow-globe-i035833-08xx-0-cnf,https://o.cropink.com/i/p-i/9aab2621-5c59-4b23-a189-f65082f7aa0b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,24.00 EUR,18.00 EUR,Men's Accessories,Men's Accessories,Carhartt WIP,new,#n/a,4068584283574,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male|Female
I036056_00DXX_L_CNF,Alda zip sweat jacket,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/alda-zip-sweat-jacket-i036056-00dxx-l-cnf,https://o.cropink.com/i/p-i/0a79fedc-5cf6-4098-93f3-9c5f5cb22447?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,139.00 EUR,104.25 EUR,Women's Hoodies,Women's Hoodies,Carhartt WIP,new,Gray,4894402216901,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male|Female
IH1159_133_S_CNF,U nsw tee std cafe swoosh mug,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/u-nsw-tee-std-cafe-swoosh-mug-ih1159-133-s-cnf,https://o.cropink.com/i/p-i/6d5f6a0e-1e3f-4db9-936c-383a7708d10e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,37.00 EUR,27.75 EUR,Women's Tees,Women's Tees,Nike,new,White,198487952933,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male|Female
IQ6936_010_XS_CNF,W shox phoenix flc hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-shox-phoenix-flc-hoodie-iq6936-010-xs-cnf,https://o.cropink.com/i/p-i/de12fdcd-618f-46ff-a3a0-07cec651c3a9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,84.00 EUR,63.00 EUR,Women's Hoodies,Women's Hoodies,Nike,new,Black,198728064760,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Nike,Female
JH9685_4_CNF,Adilette,"The moment you step into these adidas adilette ayoon slides, you´re at ease. that´s the whole point of them. they let you bring the comfort of home with you anywhere, thanks to the super soft one-piece eva foam build. that minimalist approach extends beyond the construction — the colours also keep things toned down, which happens to mean that they also style well with everything. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/adilette-jh9685-4-cnf,https://o.cropink.com/i/p-i/a87b713a-3970-43fc-a629-1c0e37e80354?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,59.00 EUR,29.00 EUR,Men's Slides,Men's Slides,adidas Originals,new,Gray,4067892067449,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
JQ2052_3.5_CNF,Anthony edwards 2 j,"The anthony edwards 2 j shoes are designed for junior basketball enthusiasts who feel ready to take their game to the next level. these shoes offer a blend of style and performance for indoor play.   with adidas lightstrike technology, lightweight cushioning helps players feel supported as they jump and sprint. a lace closure offers a secure fit, so they can focus on the game without distractions.    the non-marking rubber outsole designed for indoor surfaces provides traction and stability. wit Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/anthony-edwards-2-j-jq2052-3-5-cnf,https://o.cropink.com/i/p-i/f2416166-39f2-4a0e-8e61-64691d516f7b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,74.25 EUR,Kids' Basketball Shoes,Kids' Basketball Shoes,adidas Performance,new,White,4068812868696,EUR,Vaata lähemalt ballzy.eu,adult,unisex,Basketball,in stock,Yes,adidas Performance,Children
JQ9493_7.5_CNF,Anthony edwards 2,"The anthony edwards 2 shoes deliver considered functionality and contemporary style for a basketball shoe that truly embraces the spirit of the game.    incorporating adidas lightstrike technology which helps redefine the next generation of speed with a super-light midsole designed for dynamic, lightweight movement.   while adidas boost technology provides incredible energy return and instant comfort with each step to keep you going and deliver a feeling of endless energy.    the regular fit pro Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/anthony-edwards-2-jq9493-7-5-cnf,https://o.cropink.com/i/p-i/d32a5bb9-13ac-469a-b642-7e0619f31991?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,96.75 EUR,Men's Basketball Shoes,Men's Basketball Shoes,adidas Performance,new,Blue,4068812995255,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,adidas Performance,Male
JX9212_26_CNF,Denim bn pant,"The retro fade of these adidas pants calls on the futuristic vibes through the dirty wash execution. with more room around the knees, the silhouette has a curved shape that comes back in at the ankles. 3-stripes detail the front, falling from the waistline down to the hem.  this product is made with at least 70% recycled materials. by reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/denim-bn-pant-jx9212-26-cnf,https://o.cropink.com/i/p-i/6ba0f25d-4d1a-4762-8152-6e4b2d0f6265?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,89.25 EUR,Women's Pants,Women's Pants,adidas Originals,new,Blue,4068801841600,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JZ6248_S_CNF,Oversize hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/oversize-hoodie-jz6248-s-cnf,https://o.cropink.com/i/p-i/04d60da5-e88b-44f4-976e-eb2e344d4a33?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,79.00 EUR,59.00 EUR,Men's Hoodies,Men's Hoodies,adidas Originals,new,Black,4068809554632,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
KA2668_XS_CNF,Stn c wl pants,"Every aspect of these satin adidas pants play up the drama. from the allover animal print to the wide, flowing legs — they encourage you to have fun with your styling. the bold look is finished with details that make all the difference, like the 3-stripes on the sides.   this product is made with 100% recycled materials. by reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/stn-c-wl-pants-ka2668-xs-cnf,https://o.cropink.com/i/p-i/da33ec34-955d-4e3b-b921-9b1ad15fc107?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,69.00 EUR,51.75 EUR,Women's Pants,Women's Pants,adidas Originals,new,Beež,4068802908647,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
KA2674_XS_CNF,Stn c shorts,"Bold print, or surprisingly neutral staple? animal print has long been an outfit game changer, with its ability to elevate any look — and these adidas shorts really make the case for it. the silhouette is classic sport, with a loose shape that drapes casually from the comfortаble drawcord-elastic waist in luxurious satin. shaped hems elongate the legs, as do 3-stripes on the sides.  this product is made with 100% recycled materials. by reusing materials that have already been created, we help to Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/stn-c-shorts-ka2674-xs-cnf,https://o.cropink.com/i/p-i/816033d1-6d7c-4a9f-a802-7741eb0c0977?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.25 EUR,Women's Shorts,Women's Shorts,adidas Originals,new,Multicolored,4068802671947,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
KA2678_XS_CNF,Stn shirt,"A quick way to add some extra fun to your outfit — grab something with animal print, like this adidas shirt. this button-up style is crafted from luxurious satin and is cut for a loose fit, which brings in a look and feel of casual ease.  this product is made with 100% recycled materials. by reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/stn-shirt-ka2678-xs-cnf,https://o.cropink.com/i/p-i/33f42f5e-5b8e-441b-b697-005c568e7804?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,74.25 EUR,Women's Shirts,Women's Shirts,adidas Originals,new,Pruun,4068802687580,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
KA2683_XS_CNF,Stn tracktop,"If you´re going to go for it, why not go for it all the way? something this adidas track top fully encourages. covered in animal print, the satin jacket takes a classic sport silhouette and completely revamps it. some key signature markers remain — like 3-stripes integrated into the print down the sleeves, ribbed details and, of course, the high, stand-up collar.  this product is made with 100% recycled materials. by reusing materials that have already been created, we help to reduce waste and o Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/stn-tracktop-ka2683-xs-cnf,https://o.cropink.com/i/p-i/d19388a1-0527-4676-9b18-12736b4877d1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,84.00 EUR,63.00 EUR,Women's Hoodies,Women's Hoodies,adidas Originals,new,Multicolored,4068802699194,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
